Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,pigeonpeas
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,maize
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,blackgram
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,pigeonpeas
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,rice
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,pigeonpeas
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,rice
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton
66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,maize
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,pigeonpeas
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,pigeonpeas
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,pigeonpeas
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,blackgram
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,blackgram
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
